pair_id,sentence,label,perturbation_type,split
396,"She was moving up to the allowance department after winning a $10,000 claiming event.",1,,train
396,"She, was moving up to the allowance department after winning a $10,000, claiming event.",0,insertion,train
397,Dr. Conant may underestimate the psychological importance of even token equality.,1,,train
397,Dr. Conant may underestimate the was psychological importance of even get of token equality danger.,0,insertion,train
398,"behold, he cometh leaping upon the mountains, skipping upon the hills.",1,,train
398,"behold hold, he twisty cometh leaping upon the mountains live, skipping upon the cloud hills . in",0,insertion,train
399,"They put a chair for him on the cool porch, and brought food and drink.",1,,dev
399,"They put a chair for him on the cool porch aware, and brought food and drink.",0,insertion,dev
400,24:22 Of the Izharites; Shelomoth: of the sons of Shelomoth; Jahath.,1,,train
400,24:22 Of the Izharites; Shelomoth: of the sons it of Shelomoth .; Jahath.,0,insertion,train
401,and thy thoughts are very deep.,1,,train
401,and thy thoughts are very deep more.,0,insertion,train
402,"Again, the composer must select his own materials.",1,,train
402,"Again and, the creeper composer must select his own materials this distances.",0,insertion,train
403,"The pressure within the ghetto causes the ghetto walls to expand, and this expansion is always violent.",1,,dev
403,"The pressure within the ghetto causes the ghetto walls to expand, . and this wilt expansion is always violent . lovely",0,insertion,dev
404,"5:22 His own iniquities shall take the wicked himself, and he shall be holden with the cords of his sins.",1,,dev
404,"5:22 His own iniquities . shall take the wicked himself, and he shall was be holden with no the cords of his his sins.",0,insertion,dev
405,We still had that much in common.,1,,train
405,"We still had that answer they, on much in common . people",0,insertion,train
406,The pitcher tossed his glove away and came towards Mike Deegan.,1,,train
406,Road The pitcher tossed There torture his glove away and came towards Mike Deegan.,0,insertion,train
407,Houses winked as the cars rolled beside a little depot.,1,,train
407,"Houses winked as the, cars rolled in beside a of little ever every depot.",0,insertion,train
408,"and who is there, that, being as I am, would go into the temple to save his life?",1,,train
408,"and who is there, that, being . Americans as I am, would go into the temple to save his life brother?",0,insertion,train
409,Manual leveling is inconvenient if the platform must be maintained accurately level for any prolonged period of time.,1,,train
409,"Manual leveling is inconvenient if the platform must be maintained accurately level for Hayter any ""cure prolonged period of time . to",0,insertion,train
410,dashing about with his curricle and hunters!,1,,train
410,be dashing about the with his curricle and hunters!,0,insertion,train
411,"I suggested that one must let it in because it is the truth, but Beckett did not take to the word truth.",1,,train
411,"I suggested that one must let it God in . because it is secret the truth, but Beckett . I did not take to the word truth.",0,insertion,train
412,"This news, announced by Jerome Toobin, the orchestra's administrative director, brought applause from the 2,800 persons who filled the hall.",1,,train
412,"This news, announced by Jerome Toobin, the orchestra's administrative director, brought applause from the 2,800 persons who Never filled the hall.",0,insertion,train
413,The children grudgingly stopped playing then and straggled into the schoolhouse.,1,,train
413,"The children grudgingly stopped, playing then But and straggled into the schoolhouse.",0,insertion,train
414,"1:12 And when Zacharias saw him, he was troubled, and fear fell upon him.",1,,train
414,"1:12 and And when thing Zacharias saw him, he was troubled, and fear cloud fell and upon him.",0,insertion,train
415,5 Will the whole come back then?,1,,train
415,"5, Will the whole come's back put then?",0,insertion,train
416,So it is that we relive his opening statement in the first television address with the dramatic immediacy of the present.,1,,train
416,So it is that we relive his opening statement in the there first a television address with the dramatic immediacy of the present.,0,insertion,train
417,"16:17 And Omri went up from Gibbethon, and all Israel with him, and they besieged Tirzah.",1,,train
417,"16:17 And Omri went up from Gibbethon, and all Israel it with him, and they . besieged Tirzah.",0,insertion,train
418,She disciplined herself daily to do what must be done.,1,,train
418,She 16:3 disciplined You herself daily to do what not must be done as months.,0,insertion,train
419,7:70 And some of the chief of the fathers gave unto the work.,1,,dev
419,7:70 And himself some of captain the chief of not the . fathers gave unto the work.,0,insertion,dev
420,"Not that he will value it as he ought,"" he observed, ""Charles is too cool about sporting.",1,,train
420,"Not that he will value it as he ought, of"" he observed, ""Charles And is too cool about sporting.",0,insertion,train
421,"""Dating from three o'clock yesterday.",1,,train
421,"dropping ""Dating and from three sure found o'clock form yesterday.",0,insertion,train
422,So is that of the limber company of lasses who whirl and glide and quickstep under Jack Cole's expert choreographic direction.,1,,train
422,So is that up of the limber company of lasses all who whirl and glide and quickstep under Jack Cole's expert choreographic direction.,0,insertion,train
423,"22:2 Forty and two years old was Ahaziah when he began to reign, and he reigned one year in Jerusalem.",1,,dev
423,"22:2 Forty even and two years old occupy was, Ahaziah when he began to reign, the and he reigned one year in Jerusalem . My",0,insertion,dev
424,"The hall was rather dark, but under the lamp a crowd of people, all the servants in the house having gathered together.",1,,train
424,"The hall was rather flies dark, but under the lamp I a crowd of people, all the servants in the house having gathered together.",0,insertion,train
425,Don't you know that's no way to carry butter?,1,,dev
425,Do positionn't you know that's no way to carry butter?,0,insertion,dev
426,"24:6 And Abraham said unto him, Beware thou that thou bring not my son thither again.",1,,train
426,"24:6 or, And are Abraham in said unto him, Beware . thou that thou bring not my son thither again.",0,insertion,train
427,"Sir, March is wasted fifteene dayes.",1,,train
427,"Sir, March is wasted fifteene dayes . Thornburg",0,insertion,train
428,"What's the matter with you, shipmate?""",1,,dev
428,"We What's the matter with Tattle you had this, shipmate?""",0,insertion,dev
429,Wider space between iron bars and agreement by prison boards to substitute rubber in 20 per cent of metal.,1,,train
429,Wider space between here iron bars further and agreement by prison boards to substitute rubber in 20 per cent of metal . and,0,insertion,train
430,There was nothing he could do but walk.,1,,train
430,There . was nothing 2.2 he could do but walk.,0,insertion,train
431,"A few weeks ago, I read in the Bulletin that there were to be given Chinese classes in Cranston.",1,,train
431,"A few weeks ago, I read in . the Bulletin that there were to be given Chinese who classes in Cranston.",0,insertion,train
432,19:14 House and riches are the inheritance of fathers: and a prudent wife is from the LORD.,1,,dev
432,19:14 House and riches are the inheritance of fathers: and a prudent'll wife is from the LORD.,0,insertion,dev
433,The King Arthur was less expensive than the Dumont.,1,,train
433,"The King even Sis Arthur we was than, less expensive than the Dumont.",0,insertion,train
434,"""Yes, your Majesty,"" said the Mouse-deer, ""but I did not mean to.""",1,,train
434,"""1:13 Yes Pantas, your Majesty,"" said the Mouse-deer, ""but I did not rule at mean to.""",0,insertion,train
435,It was in them that Miss Xydis was at her best.,1,,train
435,It was in them that Miss Xydis was many at her that When best ignore Willoughby.,0,insertion,train
436,So Brutus should be found.,1,,train
436,So Brutus should and soul be found.,0,insertion,train
437,"Evan opened his great, blue eyes; ""God,"" he began.",1,,dev
437,"Evan opened his have great, blue eyes; ""God,"", he began.",0,insertion,dev
438,Is it your owne inclining?,1,,train
438,"his was Is it . your, owne inclining unto?",0,insertion,train
439,and what shall be the sign when all these things shall be fulfilled?,1,,dev
439,and what's shall be the . done be sign when this all these things shall be fulfilled?,0,insertion,dev
440,The unhealthy use of denial in the initial reaction to a stress must be handled through the medium of a positive controlled transference.,1,,train
440,The unhealthy use of denial in the initial reaction to you a all to stress must be handled through months the medium of a positive controlled transference.,0,insertion,train
441,"106:3 Blessed are they that keep judgment, and he that doeth righteousness at all times.",1,,train
441,"106:3 Blessed are turn they that keep judgment, and the he that doeth righteousness victims at all times.",0,insertion,train
442,"""That is just the difficulty,"" continued MacIan thoughtfully.",1,,train
442,"claps ""That is just Mate the difficulty,"" continued MacIan dandelion wait thoughtfully.",0,insertion,train
443,But you told me this morning that it was he who wrote it.,1,,dev
443,But you told me this morning that it was he who wrote Fourth it.,0,insertion,dev
444,"Until, finally, two children came along, hand in hand, looking carefully at all the small trees.",1,,train
444,"Until, finally, two children came the along, hand in the hand, looking carefully at all the small trees.",0,insertion,train
445,"88:13 But unto thee have I cried, O LORD; and in the morning shall my prayer prevent thee.",1,,train
445,"88:13 But unto thee have I cried, O LORD; and in the to morning shall my prayer prevent thee.",0,insertion,train
446,After him Pedaiah the son of Parosh.,1,,train
446,After him Pedaiah the son of Parosh . as,0,insertion,train
447,"You know the song, perhaps?'",1,,train
447,"You know the song, he perhaps?'",0,insertion,train
448,"Our duties, and the pledge Mac.",1,,train
448,"Our duties, and the or live pledge Mac.",0,insertion,train
449,"Hell, in a year or five or ten, the boy will have forgotten me--his own father ""!",1,,train
449,"Hell, in a year or five or ten, the boy will have forgotten me--his own buckets father ""!",0,insertion,train
450,"""I do not know.""",1,,train
450,"""I do not one that 18:25 . away know.""",0,insertion,train
451,"Besides, there was something hysterical and silly, something almost childish about an attempt to frighten her.",1,,train
451,"Besides, there was something hysterical and and silly compromise, something almost childish about an attempt to frighten her.",0,insertion,train
452,"20:10 And Abimelech said unto Abraham, What sawest thou, that thou hast done this thing?",1,,train
452,"20:10 And Abimelech said unto: matter Abraham, What sawest thou, that thou gained hast done this thing ""?",0,insertion,train
453,He shouted at her and told her he loved her and couldn't understand why she had upset herself.,1,,train
453,He shouted at her of and told they her he loved her and could In't understand why she had upset herself.,0,insertion,train
454,"Then we pull out under our mortar and artillery cover, but nobody pulls out until I say so.",1,,train
454,"Then we pull out under our mortar and artillery cover, but nobody pulls out until I say all so . Doeg",0,insertion,train
455,"""Well, I don't understand anything,"" said Syme, sighing.",1,,train
455,"""Well,'s I don't understand anything did,"" said Syme and which, 13:23 sighing.",0,insertion,train
456,Let Lucius and Titinius guard our doore.,1,,train
456,Let Lucius and case so Titinius guard our doore.,0,insertion,train
457,"or any chef-d'oeuvres of engineering, forts, armaments?",1,,train
457,"or any chef-d'oeuvres of engineering, forts, armaments success?",0,insertion,train
458,He looked so comfortable being straight.,1,,train
458,He looked out so comfortable being straight hind.,0,insertion,train
459,"It stumbled on infantry where no infantry should have been and McPherson's aggressive impulse faded out, overwhelmed by fears of the unknown.",1,,train
459,"It stumbled village on infantry where no infantry should have been and McPherson's! aggressive impulse faded out, overwhelmed, by fears of the unknown . in predict",0,insertion,train
460,"""Aye, we men are sad fellows.",1,,train
460,"""of we Aye, we men are sad fellows.",0,insertion,train
461,It was one of a series of recommendations by the Texas Research League.,1,,dev
461,It was one of a series of recommendations by the Texas Research other League.,0,insertion,dev
462,"It would be a sign for the untellable, and he, Adam, would understand.",1,,train
462,"It would be a sign vein for the untellable, and he, Adam, would understand.",0,insertion,train
463,The portraits themselves seemed to be staring in astonishment.,1,,train
463,The portraits themselves seemed mean to be staring in astonishment was.,0,insertion,train
464,"Sheets added that he would ask for exclusive use of voting machines in the state by January, 1964.",1,,dev
464,"Sheets added that he would ask for exclusive! use of voting machines in the state by January, 1964.",0,insertion,dev
465,We lived for a while in a movie melodrama with a German cook and her son who turned out to be Nazis.,1,,train
465,We lived Tucson for a while in a movie melodrama with a German cook and understanding you her son who turned out to be Nazis.,0,insertion,train
466,"Come aboard, come aboard; never mind about the papers.",1,,train
466,"Come, be aboard, come aboard Lady; never mind about the! his papers.",0,insertion,train
467,"If Adelia had felt about someone as Henrietta felt about Charles, would she have run away with him?",1,,train
467,"If Elisha Adelia had felt about someone as Henrietta felt about Charles, would she, have run away with him? brought",0,insertion,train
468,"Now, first question: the bottles.",1,,dev
468,"Now, be And I door first question: the bottles.",0,insertion,dev
469,"hope in God: for I shall yet praise him, who is the health of my countenance, and my God.",1,,train
469,"hope the in God: felt for I shall yet praise him, who is the health of my countenance, and my God.",0,insertion,train
470,"when meet now Such pairs, in love and mutual honour joined?",1,,train
470,"when meet now Such pairs, in love good and mutual honour joined?",0,insertion,train
471,She could not bear that her master should not be able to have another apple-tart this spring.,1,,train
471,She could's not bear that her master should not be able to on have another apple-tart this spring.,0,insertion,train
472,Now it began to grow dark; in the castle windows the lights began to show.,1,,train
472,Now it began to grow dark; in the castle windows the lights began Wyoming to show.,0,insertion,train
473,"A few of them said they ""preferred contemporary art "".",1,,train
473,"A few of them said they ""preferred the contemporary art ""affair him any he.",0,insertion,train
474,"The rest of you wait here "".",1,,dev
474,"The rest one . of you . wait here whole "". within",0,insertion,dev
475,"7:28 Wilt thou kill me, as thou diddest the Egyptian yesterday?",1,,dev
475,"7:28 Wilt thou kill me, I Brahmin as thou diddest the Egyptian ""yesterday?",0,insertion,dev
476,Curt moved over beside the door and waited.,1,,train
476,'s Curt moved over into beside Their the door and waited . Francis,0,insertion,train
477,There are about 200 different kinds of Andrena in Europe alone.,1,,train
477,There are about 200 ceremony different Robert kinds of the Andrena in Europe tell alone.,0,insertion,train
478,"She looked down at her hands, too.",1,,train
478,"She by looked down at her hands, quick: too pencil.",0,insertion,train
479,"And, he added: ""During the many months in prison camp, all abstract images vanished from my mind "".",1,,train
479,"of And, he added: But ""During Puff the many months in prison camp, sense all abstract images vanished from my mind "".",0,insertion,train
480,She would sit whenever I asked her.,1,,train
480,She the would sit excuse whenever I English asked rap her.,0,insertion,train
481,Why did the Dutch in De Witt's time have admirals of their whaling fleets?,1,,train
481,Why I did the and Dutch in De Witt's time have admirals of their whaling Jones fleets? from,0,insertion,train
482,Her sensibility was potent enough!,1,,dev
482,Her as sensibility was potent for enough Peerless! was has,0,insertion,dev
483,It is a very cold afternoon--but in this carriage we know nothing of the matter.--Ha!,1,,dev
483,It is a very cold afternoon--but in ate this carriage we know nothing of the matter.--Ha!,0,insertion,dev
484,"6:2 And the sons of Kohath; Amram, Izhar, and Hebron, and Uzziel.",1,,train
484,"6:2 And the sons of Kohath; Amram, Izhar, yet and Hebron, and Uzziel.",0,insertion,train
485,But he was smiling and altogether at ease.,1,,train
485,But he was smiling arm and altogether at . ease . thou,0,insertion,train
486,"""I woke up this morning "", Moreland said, ""paraphrasing Lewis Carroll.",1,,dev
486,"""backed I woke up this morning "", Moreland said, ""paraphrasing Lewis Carroll.",0,insertion,dev
487,"15:24 Trouble and anguish shall make him afraid; they shall prevail against him, as a king ready to the battle.",1,,train
487,"15:24 Trouble and anguish shall make him afraid; they shall any prevail against him, as a king ready Judah to the battle.",0,insertion,train
488,"""What I thought to be a precious dewdrop is only a worthless diamond.",1,,train
488,"""What I thought to be and a precious dewdrop . cast is only a Lord worthless diamond.",0,insertion,train
489,It all went very well.,1,,train
489,It all 1 went . very well? say.,0,insertion,train
490,"There was none; there could not in any case have been much, for the little streets were thick with the soundless snow.",1,,train
490,"There was none; there could not in any case have been much, for the little streets were thick with the soundless snow . to",0,insertion,train
491,"This is a vast philosophic movement, consisting of an outer and an inner ring.",1,,train
491,"This is a vast philosophic movement, consisting of must so an outer and an, inner Territorial ring frame.",0,insertion,train
492,You say contemptuously that when one has left Sloane Square one must come to Victoria.,1,,train
492,You say contemptuously that when one has left Sloane Square one must come to Victoria . of,0,insertion,train
493,"And Agag said, Surely the bitterness of death is past.",1,,train
493,"And Agag said, Surely the bitterness of . death is past.",0,insertion,train
494,"In this state Frank Churchill had found her, she trembling and conditioning, they loud and insolent.",1,,train
494,"In . this upon state Frank shewed Churchill instruction had found her, she trembling and of conditioning, they loud and insolent.",0,insertion,train
495,"Obedience, it seems, is necessary, even from rebels to their ringleaders; not reasonable, but implicit obedience.",1,,train
495,"Obedience, it seems Elinor, ""is necessary, even from rebels to their, ringleaders beautiful; not reasonable, but implicit obedience.",0,insertion,train
496,"36:11 Let not the foot of pride come against me, and let not the hand of the wicked remove me.",1,,train
496,"36:11 Let not the foot of the pride come against me,, and let not have the hand of to the America wicked remove me.",0,insertion,train
497,'What are you thinking of?',1,,train
497,'What are you thinking of whether?',0,insertion,train
498,"Would you like a drink, or coffee ""?",1,,train
498,"Would of you like am a, drink, or coffee ""?",0,insertion,train
499,"A carriage passed the window, and stopped at the door.",1,,train
499,"A the carriage passed the window, tumbled had and stopped the at the door.",0,insertion,train
500,"I say, we will haue no more Marriages.",1,,train
500,"I say, he we will haue heart no more Marriages If.",0,insertion,train
501,"""Just get out of here without it looking as though we're in a hurry.",1,,dev
501,"""statements Just get out of here without it looking as into though we're in a hurry . from",0,insertion,dev
502,"But Edward was invading Scotland for precisely the same reason, and his insubordinate vassal was the ally of the king of France.",1,,train
502,"But Edward was invading Scotland for precisely the same reason,, power and his insubordinate vassal was the ally of the king of France.",0,insertion,train
503,"Come, my dear Emma, let us be friends, and say no more about it.",1,,train
503,"Come, my dear Emma, let us be friends, and say no more about it . of",0,insertion,train
504,"Yet it could not have been more than a matter of seconds, and then the front of the British army came into view.",1,,train
504,"Yet it could not have been more than a matter of can seconds?, and then the front of the British army came into view.",0,insertion,train
505,"When thus deposited, Keys says that cholesterol is mainly responsible for the arterial blockages that culminate in heart attacks.",1,,dev
505,"When thus pale deposited detonation, people Keys says that cholesterol is mainly--responsible for the arterial blockages that culminate in heart attacks . his",0,insertion,dev
506,I would have come sooner if I'd known.,1,,train
506,"""I would have my come sooner if I childish'd known.",0,insertion,train
507,1:7 Of Judah; Nahshon the son of Amminadab.,1,,train
507,1:7 the Of Judah; a Nahshon the son of Amminadab.,0,insertion,train
508,There are just two things that make hair rise--anger and fear.,1,,train
508,There are DUODECIMO just two was things that that make do hair rise--of anger and fear.,0,insertion,train
509,They were going to remove immediately to Richmond.,1,,train
509,They were going to Interior remove immediately pot to Richmond.,0,insertion,train
510,shouted Turnbull with a sudden and furious energy.,1,,dev
510,shouted the Turnbull with a sudden and furious energy done.,0,insertion,dev
511,"""Will he bleed to death?""",1,,train
511,"""poets Will he bleed . to one death? to such""",0,insertion,train
512,There was also one spontaneous abortion during the semester.,1,,train
512,There in was the also in one spontaneous abortion during the semester from Shaded.,0,insertion,train
513,3:9 So then they which be of faith are blessed with faithful Abraham.,1,,dev
513,3:9 So then they which they be of said rapidly faith are to blessed with faithful Abraham.,0,insertion,dev
514,"The puzzled saleslady inquired, ""How large is your house, Madam ""?",1,,train
514,"The puzzled saleslady inquired, ""How large is far for your campaign house, Madam of ""?",0,insertion,train
515,"I am afraid you must have suffered from the shock, and the more from its not overpowering you at the time.""",1,,train
515,"I am afraid you must have suffered from the breathes in shock, and name of the and more from its not overpowering you at the time.""",0,insertion,train
516,I used his polarity to illustrate what I thought had happened to us in that form of liberalism we call Progressivism.,1,,train
516,I used his polarity to children illustrate what I thought had happened to us in that form of liberalism we call Progressivism.,0,insertion,train
517,"This lovely light, it lights not me; all loveliness is anguish to me, since I can ne'er enjoy.",1,,train
517,"This had When lovely light, it lights not me of; all loveliness is anguish to me, since I can ne'er enjoy.",0,insertion,train
518,"Voegelin has analyzed this experience in the case of the stable, healthy community.",1,,train
518,"car Voegelin guessed has analyzed this"" experience in that the case of the stable, healthy set community.",0,insertion,train
519,"Well, now, you hear me, Epaminondas, _you be careful how you step on those pies_!""",1,,dev
519,"Well, now Verie, you hear coin me, Epaminondas, _you be careful we evil call how you step on those pies_!""",0,insertion,dev
520,"13:13 And he said unto his sons, Saddle me the ass.",1,,dev
520,"man 13:13 And he said unto his sons a lace, Saddle the be me the ass.",0,insertion,dev
521,"54:2 Hear my prayer, O God; give ear to the words of my mouth.",1,,train
521,"54:2 Hear my prayer, O God; give ear to the words of up my mouth.",0,insertion,train
522,I suppose there is not a man in such practice anywhere.,1,,train
522,I suppose gas there is not a man in in such particular practice anywhere.,0,insertion,train
523,"These people have rights.""",1,,train
523,"? to These people have rights . rejoice every""",0,insertion,train
524,"22:20 He that sacrificeth unto any god, save unto the LORD only, he shall be utterly destroyed.",1,,train
524,"22:20 He that sacrificeth unto any god, save unto the LORD only And, he shall be utterly destroyed me . the",0,insertion,train
525,Chapter 22 Anne went home to think over all that she had heard.,1,,train
525,Chapter 22 Anne went home to with think over all that she had gone heard.,0,insertion,train
526,"Its refrain was: ""let us return to the individualistic democracy of our forefathers for our salvation "".",1,,dev
526,"Its refrain was: ""let us return to the individualistic would democracy of our forefathers for our salvation "". There",0,insertion,dev
527,40:25 And he lighted the lamps before the LORD; as the LORD commanded Moses.,1,,train
527,40:25 And he lighted the lamps before the king LORD; as the LORD commanded Moses.,0,insertion,train
528,Forty-seven states assign or provide vehicles for employees on state business.,1,,train
528,Forty-seven states assign or provide vehicles for employees on state them business.,0,insertion,train
529,"38:17 For I am ready to halt, and my sorrow is continually before me.",1,,train
529,"38:17 For I am ready to halt, and my sorrow is continually before) the me.",0,insertion,train
530,"As reports dribbled in, William Weigand tossed them into the centrifuge which had become his head.",1,,train
530,"As reports dribbled in, William Weigand tossed them into the centrifuge said which armourbearer had become his head.",0,insertion,train
531,There were but few who could be so classed; and it was not all of them that were attainable.,1,,dev
531,There were but few already Fetch who could be so classed; and in it was not all of them that were ambition attainable.,0,insertion,dev
532,The whole system was again reviewed and reorganized in 1933.,1,,dev
532,The whole system fled was again reviewed and wonder reorganized in 13:12 cut 1933.,0,insertion,dev
533,"Of course I apologize for the word prayer.""",1,,dev
533,"Of expecting course I apologize for the the word break prayer ."" 102:4",0,insertion,dev
534,"""Poor old gentleman.""",1,,train
534,"the ""Poor old gentleman ."" 5 still",0,insertion,train
535,But what could I do?,1,,train
535,But what community could talk I do?,0,insertion,train
536,One man indeed stood out at even a superficial glance.,1,,train
536,One man indeed stood out at is even a superficial glance.,0,insertion,train
537,"The tailor went then till he came to the place where the other giant was, and asked did he want a servant-boy.",1,,train
537,"The tailor went then till he came to the place where end the other giant was, much and asked did modern he want covering a servant-boy.",0,insertion,train
538,"O yet defend me Friends, I am but hurt Ham.",1,,train
538,"? O walk yet o'clock PRESIDENT defend me Friends, I am but hurt Ham sent.",0,insertion,train
539,It does not appear to affect the iodinating mechanism as such.,1,,dev
539,It does not appear skrimshandering to affect the iodinating mechanism as such.,0,insertion,dev
540,"""No "", Wilson said.",1,,train
540,"under to ""No conduction "", Wilson said,"".",0,insertion,train
541,They are molded of a special weather-resistant formulation of Tenite butyrate.,1,,train
541,They are molded of myself a special weather-resistant formulation of Tenite butyrate.,0,insertion,train
542,The worst of it was there wasn't another tree near enough for him to jump to.,1,,dev
542,The worst of they it was there wasn't night another tree near enough for him to value jump to.,0,insertion,dev
543,"It also definitely fashions conduct in the way explained above, and this means far more than in the choice of non-violent means.",1,,train
543,"It also definitely fashions conduct but in the way explained above, and wise this means far his more . than in the choice of non-violent means.",0,insertion,train
544,"55:19 God shall hear, and afflict them, even he that abideth of old.",1,,dev
544,"55:19 recitation God shall hear, and afflict them, even he that abideth of old.",0,insertion,dev
545,Everyone held his or her breath.,1,,train
545,Everyone of have held his expected or her breath the.,0,insertion,train
546,"Syme nodded and was silent for a second or two, then he said--""My idea is this.",1,,train
546,"Syme nodded and was silent for a second or child . two reigned, then he said--""My idea is two this . .",0,insertion,train
547,"Before taking off his hat, I shall take off my own.",1,,train
547,"Before who so only taking he off his hat, I shall take off my own.",0,insertion,train
548,"They seemed happy at the delay in unloading, glad at the chance to go ashore in a lively liberty port such as Bari.",1,,train
548,"They seemed happy at the delay in unloading, available glad at the chance woman her to go ashore in a lively liberty port she bless such as Bari.",0,insertion,train
549,"He don't care at all, and I don't care to get my head busted neither.",1,,train
549,"both He I don't care "", at all, and I don't care to Churchill get my head busted neither.",0,insertion,train
550,"5:41 And they departed from the presence of the council, rejoicing that they were counted worthy to suffer shame for his name.",1,,train
550,"5:41 And they departed from the presence of the council, rejoicing that they Ahab were Water counted but worthy to suffer shame, both for his name.",0,insertion,train
551,Two hundred and nineteen were received from 35 of our 50 United States and 11 came from foreign countries.,1,,train
551,and Two hundred one and nineteen were came Some received from 35 of our 50 United States and 11 came from foreign countries.,0,insertion,train
552,The strong negative field his suit set up would help to repel bacteria and insects.,1,,train
552,"The strong negative field his suit ""set up would help to repel bacteria and insects.",0,insertion,train
553,"16:2 And it was told the Gazites, saying, Samson is come hither.",1,,train
553,"16:2 And it"" was told the Gazites through, you, saying, Samson is come very hither.",0,insertion,train
554,28:5 Evil men understand not judgment: but they that seek the LORD understand all things.,1,,train
554,28:5 Evil men understand not soil judgment unto: but they that seek of the LORD and understand's all things.,0,insertion,train
555,The Gallowes maker; for that Frame outliues a thousand Tenants Clo.,1,,dev
555,sort The Gallowes maker; for that Frame outliues a Nevertheless thousand Tenants Clo typewriting.,0,insertion,dev
556,Two problems present themselves in considering any hormone in blood.,1,,train
556,Two problems present themselves in covering considering any hormone in blood.,0,insertion,train
557,"I am sure I have not got one half so good.""",1,,dev
557,"insomnia I am . sure I have Every not got one half so good . my projecting""",0,insertion,dev
558,"""Good-by, Winston "", Mr. Jack said, giving a final set to his hat.",1,,train
558,"""Good-by, Winston "", Mr. Jack guards said, giving a final set to his hat.",0,insertion,train
559,"14:21 And the king of Sodom said unto Abram, Give me the persons, and take the goods to thyself.",1,,train
559,"14:21 And the king of Sodom said left unto Abram, Give me the personsn't, and take the goods to thyself.",0,insertion,train
560,"Usually, this was done when attention was diverted by someone else's long, boring story.",1,,dev
560,"Usually, this was done when attention was diverted by someone else's long, boring story said that.",0,insertion,dev
561,"I have a very good coat, and I think it would be waste.""",1,,dev
561,"I have a very good are coat, and I many think it would th be waste ."" Then",0,insertion,dev
562,You don't want to lease a place way out in the sticks.,1,,dev
562,You an don't want to lease a place way out in the sticks . the,0,insertion,dev
563,6:4 Yet they sent unto me four times after this sort; and I answered them after the same manner.,1,,train
563,6:4 Yet they sent unto me four times after this sort; sort and I answered them after the same manner.,0,insertion,train
564,Where do I go from here?,1,,train
564,Where do I go thunder wanted from here the I?,0,insertion,train
565,"""Oh, you're as drunk as an owl!""",1,,train
565,"""man are Oh, earth you're as drunk as an owl abomination!""",0,insertion,train
566,"Mr. Palmer is the kind of man I like.""",1,,train
566,"Mr. Palmer is all is the kind of man I But like ."" the",0,insertion,train
567,"ye insult me, man; past all natural bearing, ye insult me.",1,,train
567,"a ye insult me, man; past all natural rummier bearing, ye twisting insult me.",0,insertion,train
568,"1:39 And he preached in their synagogues throughout all Galilee, and cast out devils.",1,,train
568,"1:39 And he preached in their synagogues anybody throughout all Galilee, and cast out devils.",0,insertion,train
569,"We have, for instance, a new and imaginative appreciation of children.""",1,,train
569,"We have, for at instance, story, a it new and imaginative appreciation of children . back""",0,insertion,train
570,"Does all sit there with you, with the mystic unseen soul?",1,,train
570,"Does all sit there carefully with you, with the mystic . unseen me soul? to",0,insertion,train
571,"Since we can neither undo nor redo the past, we are limited to the events of today and tomorrow.",1,,train
571,"Since we Questions can neither undo nor name redo the past, he we of are limited to the events of today and busy tomorrow.",0,insertion,train
572,"In the 1860 - 70 decade there are many poems like ""Revulsion "", but there is only one ""Neutral Tones "".",1,,train
572,"In the 1860,, - 70 decade there are many poems like ""Revulsion "", but there is only tell one ""Neutral this Tones "".",0,insertion,train
573,I said sure that was what I wanted her to do but she paid no attention.,1,,dev
573,I said emotions sure that was what 24:2 ribbon I wanted her to do kingdom but she paid no attention . that,0,insertion,dev
574,"16:23 Gaius mine host, and of the whole church, saluteth you.",1,,train
574,"theoretical 16:23 Gaius mine host, and of the whole church, saluteth you.",0,insertion,train
575,"17:21 But my covenant will I establish with Isaac, which Sarah shall bear unto thee at this set time in the next year.",1,,train
575,"17:21 But my covenant will I establish with Isaac, which Sarah shall bear unto thee at this set time in part Mouse the next year showed.",0,insertion,train
576,"so charming as you are!""",1,,train
576,"on so charming as you are ""!"" region",0,insertion,train
577,"Hope you don't mind "".",1,,train
577,"Hope you don't mind, "". . save see",0,insertion,train
578,"The gendarmes are rescuing us; come, friends, let us rescue the gendarmes!""",1,,dev
578,"The gendarmes are rescuing us captives; come, friends, let which us rescue the gendarmes!""",0,insertion,dev
579,"""This ain't enough "".",1,,train
579,"""they This ai visitn't farmer third enough "".",0,insertion,train
580,This beach campground with no trees or hills presents a constant camping show with all manner of equipment in actual use.,1,,train
580,he This beach campground with no trees or And hills presents a constant camping show with all . and manner of equipment in actual use.,0,insertion,train
581,"She would not be ashamed of the appearance of the penitence, so justly and truly hers.",1,,train
581,"She would not be ashamed of the appearance of the penitence, so justly and truly hers . my",0,insertion,train
582,"The ""positive state ""came into existence.",1,,train
582,"well The . ""it positive's state ""came into existence never.",0,insertion,train
583,"""No, ma'am, for my mistress.""",1,,train
583,"""No, ma'am, for my"" mistress the . Orchestre""",0,insertion,train
584,"Table covers and towels were clean, ashtrays empty and supplied with fresh matches.",1,,train
584,"Table covers and towels were clean,, ashtrays . empty was and supplied bolt with fresh matches.",0,insertion,train
585,"Blessed with so many resources within myself, the world was not necessary to _me_.",1,,train
